from 	0.000000	0.000000	300.000000
To   	0.000000	0.000000	0.000000
	0.000000	0.000000	299.993600		0.000000	0.000000	-1.600000
	0.000000	0.000000	299.980800		0.000000	0.000000	-3.200000
	0.000000	0.000000	299.961600		0.000000	0.000000	-4.800000
	0.000000	0.000000	299.936000		0.000000	0.000000	-6.400000
	0.000000	0.000000	299.904000		0.000000	0.000000	-8.000000
	0.000000	0.000000	299.865600		0.000000	0.000000	-9.600000
	0.000000	0.000000	299.820800		0.000000	0.000000	-11.200000
	0.000000	0.000000	299.769600		0.000000	0.000000	-12.800000
	0.000000	0.000000	299.712000		0.000000	0.000000	-14.400000
	0.000000	0.000000	299.648000		0.000000	0.000000	-16.000000
	0.000000	0.000000	299.577600		0.000000	0.000000	-17.600000
	0.000000	0.000000	299.500800		0.000000	0.000000	-19.200000
	0.000000	0.000000	299.417600		0.000000	0.000000	-20.800000
	0.000000	0.000000	299.328000		0.000000	0.000000	-22.400000
	0.000000	0.000000	299.232000		0.000000	0.000000	-24.000000
	0.000000	0.000000	299.129600		0.000000	0.000000	-25.600000
	0.000000	0.000000	299.020800		0.000000	0.000000	-27.200000
	0.000000	0.000000	298.905600		0.000000	0.000000	-28.800000
	0.000000	0.000000	298.784000		0.000000	0.000000	-30.400000
	0.000000	0.000000	298.656000		0.000000	0.000000	-32.000000
	0.000000	0.000000	298.521600		0.000000	0.000000	-33.600000
	0.000000	0.000000	298.380800		0.000000	0.000000	-35.200000
	0.000000	0.000000	298.233600		0.000000	0.000000	-36.800000
	0.000000	0.000000	298.080000		0.000000	0.000000	-38.400000
	0.000000	0.000000	297.920000		0.000000	0.000000	-40.000000
	0.000000	0.000000	297.753600		0.000000	0.000000	-41.600000
	0.000000	0.000000	297.580800		0.000000	0.000000	-43.200000
	0.000000	0.000000	297.401600		0.000000	0.000000	-44.800000
	0.000000	0.000000	297.216000		0.000000	0.000000	-46.400000
	0.000000	0.000000	297.024000		0.000000	0.000000	-48.000000
	0.000000	0.000000	296.825600		0.000000	0.000000	-49.600000
	0.000000	0.000000	296.620800		0.000000	0.000000	-51.200000
	0.000000	0.000000	296.409600		0.000000	0.000000	-52.800000
	0.000000	0.000000	296.192000		0.000000	0.000000	-54.400000
	0.000000	0.000000	295.968000		0.000000	0.000000	-56.000000
	0.000000	0.000000	295.737600		0.000000	0.000000	-57.600000
	0.000000	0.000000	295.500800		0.000000	0.000000	-59.200000
	0.000000	0.000000	295.257600		0.000000	0.000000	-60.800000
	0.000000	0.000000	295.008000		0.000000	0.000000	-62.400000
	0.000000	0.000000	294.752000		0.000000	0.000000	-64.000000
	0.000000	0.000000	294.489600		0.000000	0.000000	-65.600000
	0.000000	0.000000	294.220800		0.000000	0.000000	-67.200000
	0.000000	0.000000	293.945600		0.000000	0.000000	-68.800000
	0.000000	0.000000	293.664000		0.000000	0.000000	-70.400000
	0.000000	0.000000	293.376000		0.000000	0.000000	-72.000000
	0.000000	0.000000	293.081600		0.000000	0.000000	-73.600000
	0.000000	0.000000	292.780800		0.000000	0.000000	-75.200000
	0.000000	0.000000	292.473600		0.000000	0.000000	-76.800000
	0.000000	0.000000	292.160000		0.000000	0.000000	-78.400000
	0.000000	0.000000	291.840000		0.000000	0.000000	-80.000000
	0.000000	0.000000	291.513600		0.000000	0.000000	-81.600000
	0.000000	0.000000	291.180800		0.000000	0.000000	-83.200000
	0.000000	0.000000	290.841600		0.000000	0.000000	-84.800000
	0.000000	0.000000	290.496000		0.000000	0.000000	-86.400000
	0.000000	0.000000	290.144000		0.000000	0.000000	-88.000000
	0.000000	0.000000	289.785600		0.000000	0.000000	-89.600000
	0.000000	0.000000	289.420800		0.000000	0.000000	-91.200000
	0.000000	0.000000	289.049600		0.000000	0.000000	-92.800000
	0.000000	0.000000	288.672000		0.000000	0.000000	-94.400000
	0.000000	0.000000	288.288000		0.000000	0.000000	-96.000000
	0.000000	0.000000	287.897600		0.000000	0.000000	-97.600000
	0.000000	0.000000	287.500800		0.000000	0.000000	-99.200000
	0.000000	0.000000	287.097600		0.000000	0.000000	-100.800000
	0.000000	0.000000	286.688000		0.000000	0.000000	-102.400000
	0.000000	0.000000	286.272000		0.000000	0.000000	-104.000000
	0.000000	0.000000	285.849600		0.000000	0.000000	-105.600000
	0.000000	0.000000	285.420800		0.000000	0.000000	-107.200000
	0.000000	0.000000	284.985600		0.000000	0.000000	-108.800000
	0.000000	0.000000	284.544000		0.000000	0.000000	-110.400000
	0.000000	0.000000	284.096000		0.000000	0.000000	-112.000000
	0.000000	0.000000	283.641600		0.000000	0.000000	-113.600000
	0.000000	0.000000	283.180800		0.000000	0.000000	-115.200000
	0.000000	0.000000	282.713600		0.000000	0.000000	-116.800000
	0.000000	0.000000	282.240000		0.000000	0.000000	-118.400000
	0.000000	0.000000	281.760000		0.000000	0.000000	-120.000000
	0.000000	0.000000	281.273600		0.000000	0.000000	-121.600000
	0.000000	0.000000	280.780800		0.000000	0.000000	-123.200000
	0.000000	0.000000	280.281600		0.000000	0.000000	-124.800000
	0.000000	0.000000	279.776000		0.000000	0.000000	-126.400000
	0.000000	0.000000	279.264000		0.000000	0.000000	-128.000000
	0.000000	0.000000	278.745600		0.000000	0.000000	-129.600000
	0.000000	0.000000	278.220800		0.000000	0.000000	-131.200000
	0.000000	0.000000	277.689600		0.000000	0.000000	-132.800000
	0.000000	0.000000	277.152000		0.000000	0.000000	-134.400000
